"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL315825";"";"None";"882.86";"2";"8.40";"93";"O=C(Nc1ccc(C(F)(F)F)cn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccc(C(F)(F)F)cn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.085";"nM";"10.07";"";"";"UO_0000065";"11.41";"0.21";"1.67";"6.80";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.085"
"CHEMBL85294";"";"None";"758.44";"2";"6.28";"49";"O=C1N(Cc2cccc(I)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(I)c1";"Ki";"'='";"0.42";"nM";"9.38";"";"";"UO_0000065";"12.36";"0.32";"3.10";"14.65";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.42"
"CHEMBL313520";"";"None";"508.66";"2";"5.43";"55";"CCCN1C(=O)N(Cc2ccc3ccccc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1";"Ki";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"17.61";"0.32";"3.53";"14.00";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"1.1"
"CHEMBL223824";"MOZENAVIR";"2.0";"536.68";"1";"4.23";"54";"Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.28";"nM";"9.55";"";"";"UO_0000065";"17.80";"0.33";"5.32";"8.23";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.28"
"CHEMBL314901";"";"None";"530.66";"1";"1.99";"10";"COCCOCCN1C(=O)N(CCOCCOC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1";"Ki";"'='";"7700.0";"nM";"5.11";"";"";"UO_0000065";"9.64";"0.18";"3.12";"5.07";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"7700.0"
"CHEMBL405189";"";"None";"746.87";"2";"6.36";"81";"O=C(Nc1ccncc1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccncc4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.41";"nM";"9.39";"";"";"UO_0000065";"12.57";"0.23";"3.03";"6.34";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.41"
"CHEMBL315439";"";"None";"508.62";"1";"3.86";"28";"O=C1N(Cc2ccccn2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccn1";"Ki";"'='";"145.0";"nM";"6.84";"";"";"UO_0000065";"13.45";"0.25";"2.98";"7.62";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"145.0"
"CHEMBL84734";"";"None";"534.70";"2";"5.69";"41";"Cc1cccc(CN2C(=O)N(Cc3cccc(C)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"15.25";"0.28";"2.46";"12.74";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"7.0"
"CHEMBL86368";"";"None";"686.81";"2";"6.05";"105";"COc1cc(OC)cc(N2C(=O)N(Cc3cccc(C(=O)Nc4ccc(C)cn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"12.70";"0.23";"2.67";"7.01";"0";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"1.9"
"CHEMBL316408";"";"None";"672.78";"2";"5.74";"107";"COc1cc(OC)cc(N2C(=O)N(Cc3cccc(C(=O)Nc4ccccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.86";"nM";"9.07";"";"";"UO_0000065";"13.47";"0.25";"3.33";"7.28";"0";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.86"
"CHEMBL88016";"";"None";"686.81";"2";"6.05";"106";"COc1cc(OC)cc(N2C(=O)N(Cc3cccc(C(=O)Nc4cccc(C)n4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"13.33";"0.25";"3.10";"7.36";"0";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.7"
"CHEMBL316445";"";"None";"700.88";"2";"5.35";"77";"O=C(NCC1CC1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NCC4CC4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.741";"nM";"9.13";"";"";"UO_0000065";"13.03";"0.24";"3.78";"7.47";"0";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.741"
"CHEMBL422772";"";"None";"534.70";"2";"5.69";"42";"Cc1ccc(CN2C(=O)N(Cc3ccc(C)cc3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)cc1";"Ki";"'='";"5.7";"nM";"8.24";"";"";"UO_0000065";"15.42";"0.28";"2.55";"12.88";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"5.7"
"CHEMBL86441";"";"None";"676.86";"2";"5.35";"73";"CC(C)NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NC(C)C)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.579";"nM";"9.24";"";"";"UO_0000065";"13.65";"0.25";"3.89";"7.56";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.579"
"CHEMBL11266";"";"None";"824.94";"3";"7.33";"103";"O=C(Nc1nc2ccccc2[nH]1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.024";"nM";"10.62";"";"";"UO_0000065";"12.87";"0.23";"3.29";"5.91";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.024"
"CHEMBL313944";"";"None";"673.77";"2";"5.13";"104";"COc1cc(OC)cc(N2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"2.511";"nM";"8.60";"";"";"UO_0000065";"12.76";"0.23";"3.47";"6.26";"0";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"2.511"
"CHEMBL284136";"";"None";"538.64";"1";"4.48";"53";"O=C1N(Cc2cccc(O)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(O)c1";"Ki";"'='";"0.12";"nM";"9.92";"";"";"UO_0000065";"18.42";"0.34";"5.44";"9.50";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.12"
"CHEMBL85585";"";"None";"774.92";"2";"6.98";"84";"Cc1cccnc1NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ncccc4C)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.26";"nM";"9.59";"";"";"UO_0000065";"12.37";"0.23";"2.61";"6.48";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.26"
"CHEMBL313516";"";"None";"704.91";"2";"6.13";"76";"CC(C)(C)NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NC(C)(C)C)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"2.4";"nM";"8.62";"";"";"UO_0000065";"12.23";"0.23";"2.49";"7.05";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"2.4"
"CHEMBL315174";"";"None";"664.44";"2";"6.59";"39";"O=C1N(Cc2cccc(Br)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(Br)c1";"Ki";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"13.33";"0.30";"2.26";"13.83";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"1.4"
"CHEMBL313959";"";"None";"786.98";"2";"7.10";"101";"Cc1cnc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5ncc(C)s5)c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)c2)s1";"Ki";"'='";"0.014";"nM";"10.85";"";"";"UO_0000065";"13.79";"0.26";"3.75";"7.33";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.014"
"CHEMBL418939";"";"None";"542.63";"2";"5.35";"34";"O=C1N(Cc2cccc(F)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(F)c1";"Ki";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"15.71";"0.29";"3.17";"13.31";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"3.0"
"CHEMBL275024";"";"None";"756.74";"2";"5.65";"78";"O=C(NCC(F)(F)F)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NCC(F)(F)F)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.21";"nM";"9.68";"";"";"UO_0000065";"12.79";"0.24";"4.03";"7.92";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.21"
"CHEMBL424427";"";"None";"552.72";"1";"2.72";"26";"CCC1COCCN1N1C(=O)N(N2CCOCC2CC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1";"Ki";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"9.77";"0.18";"2.68";"6.07";"0";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"4000.0"
"CHEMBL33647";"";"None";"606.77";"2";"7.38";"32";"O=C1N(Cc2ccc3ccccc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1";"Ki";"'='";"0.31";"nM";"9.51";"";"";"UO_0000065";"15.67";"0.28";"2.13";"14.85";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.31"
"CHEMBL311499";"";"None";"592.70";"1";"3.27";"67";"NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(N)=O)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.039";"nM";"10.41";"";"";"UO_0000065";"17.56";"0.32";"7.14";"6.93";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.039"
"CHEMBL405187";"";"None";"815.76";"2";"7.67";"89";"O=C(Nc1ccc(Cl)cn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccc(Cl)cn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.012";"nM";"10.92";"";"";"UO_0000065";"13.39";"0.26";"3.25";"7.38";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.012"
"CHEMBL89794";"";"None";"566.70";"2";"5.09";"47";"COc1ccc(CN2C(=O)N(Cc3ccc(OC)cc3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)cc1";"Ki";"'='";"157.0";"nM";"6.80";"";"";"UO_0000065";"12.01";"0.22";"1.71";"8.25";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"157.0"
"CHEMBL313188";"";"None";"434.58";"0";"3.82";"18";"C=C(C)CN1C(=O)N(CC(=C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1";"Ki";"'='";"7.3";"nM";"8.14";"";"";"UO_0000065";"18.72";"0.35";"4.32";"12.71";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"7.3"
"CHEMBL86454";"";"None";"670.77";"1";"3.58";"79";"N#CCNC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NCC#N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.063";"nM";"10.20";"";"";"UO_0000065";"15.21";"0.28";"6.62";"6.01";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.063"
"CHEMBL287355";"";"None";"462.63";"0";"4.27";"23";"O=C1N(CC2CCC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CCC1";"Ki";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"19.21";"0.36";"4.62";"13.88";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"1.3"
"CHEMBL313208";"";"None";"643.74";"2";"5.12";"108";"COc1cccc(N2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.038";"nM";"10.42";"";"";"UO_0000065";"16.19";"0.30";"5.30";"8.13";"0";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.038"
"CHEMBL87476";"";"None";"556.71";"2";"6.22";"60";"O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1";"Ki";"'='";"2.3";"nM";"8.64";"";"";"UO_0000065";"15.52";"0.28";"2.42";"13.50";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"2.3"
"CHEMBL316407";"";"None";"657.73";"2";"5.63";"113";"O=C(Nc1ccccn1)c1cccc(CN2C(=O)N(c3cccc([N+](=O)[O-])c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.096";"nM";"10.02";"";"";"UO_0000065";"15.23";"0.28";"4.39";"6.72";"0";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.096"
"CHEMBL284472";"";"None";"438.61";"0";"4.27";"4";"CCCCN1C(=O)N(CCCC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1";"Ki";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"20.19";"0.38";"4.58";"13.83";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"1.4"
"CHEMBL312890";"";"None";"566.70";"2";"5.09";"45";"COc1ccccc1CN1C(=O)N(Cc2ccccc2OC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1";"Ki";"'='";"1870.0";"nM";"5.73";"";"";"UO_0000065";"10.11";"0.19";"0.64";"6.95";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"1870.0"
"CHEMBL21145";"DMP-323";"None";"566.70";"1";"4.05";"50 DMP-323";"O=C1N(Cc2ccc(CO)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(CO)cc1";"Ki";"'='";"0.34";"nM";"9.47";"";"";"UO_0000065";"16.71";"0.31";"5.42";"9.06";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.34"
