"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL262642";"";"None";"748.84";"2";"5.15";"94";"O=C(Nc1cnccn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.018";"nM";"10.74";"";"";"UO_0000065";"14.35";"0.26";"5.59";"6.18";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.018"
"CHEMBL87408";"";"None";"586.73";"2";"5.71";"64";"O=C1N(Cc2ccc(CO)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1";"Ki";"'='";"0.93";"nM";"9.03";"";"";"UO_0000065";"15.39";"0.28";"3.32";"10.72";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.93"
"CHEMBL313734";"";"None";"652.75";"1";"3.65";"70";"CONC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NOC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.045";"nM";"10.35";"";"";"UO_0000065";"15.85";"0.29";"6.70";"7.36";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.045"
"CHEMBL315177";"";"None";"508.62";"1";"3.86";"30";"O=C1N(Cc2ccncc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccncc1";"Ki";"'='";"90.0";"nM";"7.05";"";"";"UO_0000065";"13.85";"0.25";"3.19";"7.85";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"90.0"
"CHEMBL85990";"";"None";"774.92";"2";"6.98";"85";"Cc1ccnc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5cc(C)ccn5)c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)c2)c1";"Ki";"'='";"0.027";"nM";"10.57";"";"";"UO_0000065";"13.64";"0.25";"3.59";"7.14";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.027"
"CHEMBL313008";"";"None";"402.49";"0";"1.93";"21";"C#CCN1C(=O)N(CC#C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1";"Ki";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"19.03";"0.35";"5.73";"11.96";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"22.0"
"CHEMBL328959";"";"None";"354.45";"0";"1.93";"1";"CN1C(=O)N(C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1";"Ki";"'='";"5700.0";"nM";"5.24";"";"";"UO_0000065";"14.80";"0.28";"3.31";"8.19";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"5700.0"
"CHEMBL432566";"";"None";"606.77";"2";"7.38";"31";"O=C1N(Cc2cccc3ccccc23)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc2ccccc12";"Ki";"'='";"86.0";"nM";"7.07";"";"";"UO_0000065";"11.64";"0.21";"-0.31";"11.04";"0";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"86.0"
"CHEMBL87329";"";"None";"534.70";"2";"5.96";"59";"O=C1N(Cc2ccc3ccccc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1C1CCCC1";"Ki";"'='";"0.28";"nM";"9.55";"";"";"UO_0000065";"17.87";"0.33";"3.59";"14.92";"0";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.28"
"CHEMBL431027";"";"None";"904.66";"2";"7.89";"91";"O=C(Nc1ccc(Br)cn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccc(Br)cn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.035";"nM";"10.46";"";"";"UO_0000065";"11.56";"0.25";"2.57";"7.07";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.035"
"CHEMBL312930";"";"None";"575.54";"2";"6.38";"37";"O=C1N(Cc2cccc(Cl)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(Cl)c1";"Ki";"'='";"0.89";"nM";"9.05";"";"";"UO_0000065";"15.73";"0.31";"2.67";"14.14";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.89"
"CHEMBL314709";"";"None";"557.69";"2";"5.62";"61";"O=C1N(Cc2cccnc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1";"Ki";"'='";"5.2";"nM";"8.28";"";"";"UO_0000065";"14.85";"0.27";"2.66";"10.77";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"5.2"
"CHEMBL431017";"";"None";"748.84";"2";"5.15";"95";"O=C(Nc1ncccn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ncccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.152";"nM";"9.82";"";"";"UO_0000065";"13.11";"0.24";"4.67";"5.65";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.152"
"CHEMBL313288";"";"None";"666.78";"2";"5.78";"116";"Nc1cccc(N2C(=O)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.023";"nM";"10.64";"";"";"UO_0000065";"15.95";"0.29";"4.86";"7.20";"0";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.023"
"CHEMBL315306";"";"None";"574.70";"2";"6.36";"63";"O=C1N(Cc2ccc(F)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1";"Ki";"'='";"3.6";"nM";"8.44";"";"";"UO_0000065";"14.69";"0.27";"2.08";"13.19";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"3.6"
"CHEMBL313357";"";"None";"641.77";"2";"5.61";"112";"Cc1ccc(NC(=O)c2cccc(CN3C(=O)N(c4cccc(N)c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)c2)nc1";"Ki";"'='";"0.075";"nM";"10.12";"";"";"UO_0000065";"15.78";"0.29";"4.51";"7.67";"0";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.075"
"CHEMBL316256";"";"None";"522.77";"2";"6.32";"14";"CC(C)CCCCN1C(=O)N(CCCCC(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1";"Ki";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"14.39";"0.27";"1.20";"11.75";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"30.0"
"CHEMBL315569";"";"None";"628.73";"1";"4.70";"115";"Nc1cccc(N2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.016";"nM";"10.80";"";"";"UO_0000065";"17.17";"0.31";"6.10";"7.45";"0";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.016"
"CHEMBL35860";"";"None";"538.64";"1";"4.48";"52";"O=C1N(Cc2ccc(O)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(O)cc1";"Ki";"'='";"0.12";"nM";"9.92";"";"";"UO_0000065";"18.42";"0.34";"5.44";"9.50";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.12"
"CHEMBL316147";"";"None";"622.73";"2";"2.28";"68";"NNC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NN)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.018";"nM";"10.74";"";"";"UO_0000065";"17.25";"0.32";"8.46";"6.17";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.018"
"CHEMBL421730";"";"None";"884.65";"2";"8.98";"90";"O=C(Nc1ncc(Cl)cc1Cl)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ncc(Cl)cc4Cl)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.245";"nM";"9.61";"";"";"UO_0000065";"10.86";"0.22";"0.63";"6.49";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.245"
"CHEMBL32828";"";"None";"518.74";"2";"5.83";"25";"O=C1N(CC2CCCCC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CCCCC1";"Ki";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"14.33";"0.27";"1.60";"11.61";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"37.0"
"CHEMBL314984";"";"None";"494.72";"1";"5.54";"13";"CC(C)CCCN1C(=O)N(CCCC(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1";"Ki";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"16.48";"0.31";"2.61";"12.74";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"7.0"
"CHEMBL87142";"";"None";"542.63";"2";"5.35";"33";"O=C1N(Cc2ccccc2F)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1F";"Ki";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"13.76";"0.25";"2.12";"11.67";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"34.0"
"CHEMBL86874";"";"None";"438.61";"0";"3.98";"11";"CC(C)CN1C(=O)N(CC(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1";"Ki";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"16.67";"0.31";"3.33";"11.42";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"49.0"
"CHEMBL315929";"";"None";"624.69";"2";"3.31";"69";"O=C(NO)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NO)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.02";"nM";"10.70";"";"";"UO_0000065";"17.13";"0.32";"7.39";"6.58";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.02"
"CHEMBL287274";"";"None";"490.69";"1";"5.05";"24";"O=C1N(CC2CCCC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CCCC1";"Ki";"'='";"4.3";"nM";"8.37";"";"";"UO_0000065";"17.05";"0.32";"3.32";"13.07";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"4.3"
"CHEMBL290576";"";"None";"506.65";"2";"5.07";"27";"O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1";"Ki";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"16.82";"0.31";"3.45";"13.31";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"3.0"
"CHEMBL431306";"";"None";"434.58";"0";"3.49";"22";"O=C1N(CC2CC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CC1";"Ki";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"19.97";"0.37";"5.19";"13.56";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"2.1"
"CHEMBL313289";"";"None";"566.70";"2";"5.09";"46";"COc1cccc(CN2C(=O)N(Cc3cccc(OC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"1.6";"nM";"8.80";"";"";"UO_0000065";"15.52";"0.29";"3.71";"10.67";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"1.6"
"CHEMBL86398";"";"None";"786.98";"2";"7.10";"100";"Cc1csc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5nc(C)cs5)c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)c2)n1";"Ki";"'='";"0.025";"nM";"10.60";"";"";"UO_0000065";"13.47";"0.26";"3.50";"7.16";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.025"
"CHEMBL82606";"";"None";"620.75";"1";"3.79";"71";"CNC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.066";"nM";"10.18";"";"";"UO_0000065";"16.40";"0.30";"6.39";"8.33";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.066"
"CHEMBL291677";"";"None";"724.82";"3";"5.02";"102";"O=C(Nc1ncc[nH]1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ncc[nH]4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.014";"nM";"10.85";"";"";"UO_0000065";"14.97";"0.27";"5.83";"6.04";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.014"
"CHEMBL415040";"";"None";"596.64";"1";"4.89";"48";"O=C1N(Cc2cccc([N+](=O)[O-])c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc([N+](=O)[O-])c1";"Ki";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"14.34";"0.27";"3.66";"5.69";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"2.8"
"CHEMBL87991";"";"None";"575.54";"2";"6.38";"38";"O=C1N(Cc2ccc(Cl)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(Cl)cc1";"Ki";"'='";"5.2";"nM";"8.28";"";"";"UO_0000065";"14.39";"0.28";"1.90";"12.94";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"5.2"
"CHEMBL284491";"";"None";"466.67";"0";"4.76";"12";"CC(C)CCN1C(=O)N(CCC(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"16.97";"0.32";"3.16";"12.37";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"12.0"
"CHEMBL86913";"";"None";"704.91";"2";"6.13";"75";"CCCCNC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NCCCC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"Ki";"'='";"0.424";"nM";"9.37";"";"";"UO_0000065";"13.30";"0.25";"3.24";"7.67";"1";"CHEMBL763303";"Inhibition of HIV-1 protease";"B";"BAO_0000357";"single protein format";"Human immunodeficiency virus 1";"None";"None";"None";"None";"";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"Human immunodeficiency virus 1";"SINGLE PROTEIN";"CHEMBL1132660";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.424"
